amount,hour,day_of_week,merchant_category,is_fraud
45.93,22,3,restaurant,0
12.22,16,3,restaurant,0
54.29,6,6,travel,0
80.54,17,3,online,0
23.02,8,5,online,0
51.45,17,1,grocery,0
23.76,16,3,retail,0
5.51,13,6,retail,0
4.05,8,0,retail,0
69.99,11,4,grocery,0
18.32,0,5,online,0
5.28,6,5,grocery,0
2.89,9,6,travel,0
299.98,11,6,grocery,0
8.62,16,1,restaurant,0
4.59,19,1,retail,0
5676.53,4,0,online,1
31.85,8,4,grocery,0
3.64,0,6,online,0
138.38,21,1,travel,0
116.87,23,3,retail,0
707.66,0,4,grocery,0
9.84,17,5,retail,0
7.96,8,3,restaurant,0
9.57,21,6,restaurant,0
56.08,6,5,online,0
100.62,14,0,restaurant,0
28.34,11,1,grocery,0
24.22,15,3,retail,0
4.12,2,4,retail,0
49.11,1,0,online,0
26.21,1,1,online,0
2.86,0,6,restaurant,0
120.93,22,2,grocery,0
45.73,18,0,restaurant,0
3.97,10,2,travel,0
85.99,16,2,retail,0
15.16,16,5,restaurant,0
26.94,8,4,grocery,0
12.43,6,0,online,0
332.8,20,6,grocery,0
249.76,0,6,grocery,0
273.54,8,3,restaurant,0
16.03,6,6,grocery,0
357.35,0,4,online,0
66.05,7,0,restaurant,0
35.31,17,3,retail,0
19.12,20,5,restaurant,0
337.16,7,2,restaurant,0
120.63,5,4,grocery,0
13.86,5,0,restaurant,0
55.1,5,3,retail,0
41.86,2,0,retail,0
110.41,0,6,grocery,0
35.84,10,2,retail,0
12.32,14,0,retail,0
45.94,2,4,grocery,0
1.13,2,0,online,0
48.68,12,1,restaurant,0
18.33,11,2,retail,0
31.38,8,6,travel,0
1.22,4,2,grocery,0
100.65,10,6,retail,0
13.41,4,4,grocery,0
91.61,1,6,grocery,0
17.89,21,0,grocery,0
645.81,10,6,retail,0
12.4,0,0,restaurant,0
86.83,19,4,restaurant,0
63.11,3,2,restaurant,0
414.67,18,2,restaurant,0
27.03,13,2,online,0
69.21,12,3,retail,0
51.64,23,4,grocery,0
87.57,4,6,online,0
13.07,6,0,grocery,0
52.45,2,6,online,0
230.89,11,6,grocery,0
41.32,0,5,restaurant,0
155.18,7,1,grocery,0
81.26,6,4,retail,0
14.39,4,0,retail,0
18.8,17,5,retail,0
6.94,19,4,retail,0
29.29,23,0,retail,0
50.56,13,3,restaurant,0
61.86,21,0,online,0
747.85,16,2,grocery,0
250.1,5,4,retail,0
19.82,18,0,retail,0
5.5,7,1,online,0
8.21,2,1,retail,0
42.8,5,0,restaurant,0
9.55,0,5,retail,0
68.09,9,0,grocery,0
3.78,8,4,retail,0
29.96,10,4,retail,0
14.32,18,0,grocery,0
113.45,16,5,retail,0
817.39,8,4,grocery,0
3.76,0,0,online,0
43.89,1,4,retail,0
114.19,15,3,grocery,0
194.09,4,6,retail,0
490.14,4,3,online,0
174.3,15,2,restaurant,0
14.51,9,6,grocery,0
12.19,11,6,restaurant,0
8.04,4,4,online,0
77.82,20,2,restaurant,0
36.1,10,3,online,0
4.25,20,1,grocery,0
52.31,21,4,restaurant,0
40.13,9,4,online,0
377.8,13,2,retail,0
16.38,19,1,grocery,0
13.72,18,3,grocery,0
15.29,3,6,online,0
29.81,10,5,grocery,0
37.23,11,1,grocery,0
247.91,5,0,grocery,0
3.19,4,0,grocery,0
1618.91,2,3,grocery,0
27.16,22,2,online,0
6.79,16,3,online,0
61.89,17,5,retail,0
93.86,16,0,grocery,0
6.78,7,5,restaurant,0
186.6,17,0,restaurant,0
8.54,13,2,retail,0
66.86,12,3,grocery,0
2.36,18,5,grocery,0
432.67,17,1,restaurant,0
55.32,9,5,grocery,0
31.34,22,2,retail,0
73.31,5,2,restaurant,0
11.48,23,1,grocery,0
204.78,6,2,restaurant,0
270.56,0,3,online,1
99.24,0,0,retail,0
16.77,17,1,restaurant,0
25.04,19,6,retail,0
23.31,3,3,grocery,0
49.13,23,6,grocery,0
227.57,4,0,grocery,0
5.1,11,4,grocery,0
13.29,23,3,grocery,0
103.8,8,1,grocery,0
12.32,18,3,online,0
273.17,1,5,restaurant,0
146.5,8,2,retail,0
87.1,0,6,online,1
11.47,22,2,retail,0
300.61,5,5,online,1
81.52,0,0,retail,0
39.2,15,2,restaurant,0
18.79,9,4,grocery,0
12.75,23,5,retail,0
546.08,4,6,online,1
10.89,14,2,retail,0
218.03,3,5,travel,0
91.17,17,4,online,0
16.41,1,1,grocery,0
92.95,14,5,grocery,0
54.96,7,0,restaurant,0
25.96,4,2,restaurant,0
10.35,14,4,restaurant,0
4.96,14,6,retail,0
42.54,5,4,restaurant,0
40.71,13,6,online,0
1.24,7,5,grocery,0
136.2,19,3,grocery,0
23.1,3,1,retail,0
8.16,21,5,retail,0
50.95,1,6,online,0
10.8,20,0,restaurant,0
15.72,17,4,retail,0
2.07,20,3,retail,0
44.73,18,5,restaurant,0
6.93,18,4,grocery,0
78.78,17,0,restaurant,0
1.24,12,3,online,0
10.97,11,0,retail,0
5.76,15,6,restaurant,0
28.29,2,0,restaurant,0
5.69,1,3,grocery,0
11.83,2,5,online,0
23.16,6,0,grocery,0
265.61,10,2,restaurant,0
305.95,5,5,grocery,0
24.3,13,5,grocery,0
145.39,17,1,travel,0
40.55,13,4,retail,0
29.47,11,5,online,0
2.29,4,1,restaurant,0
30.94,21,0,retail,0
85.49,15,6,grocery,0
36.93,9,3,restaurant,0
963.96,22,1,grocery,0
14.32,15,1,retail,0
68.23,23,4,grocery,0
112.55,9,6,restaurant,0
35.66,10,0,restaurant,0
285.81,7,1,grocery,0
78.32,0,6,retail,0
144.61,13,3,restaurant,0
52.73,15,6,restaurant,0
53.23,23,5,restaurant,0
97.1,1,6,retail,1
148.61,0,6,online,0
164.62,1,3,retail,0
13.58,7,6,retail,0
13.18,21,5,grocery,0
30.31,6,0,grocery,0
5.18,10,3,travel,0
54.15,19,0,retail,0
26.71,14,4,retail,0
70.04,8,3,retail,0
9.31,20,3,restaurant,0
1369.58,7,3,grocery,0
34.48,2,0,online,0
63.39,0,3,online,0
16.59,2,5,retail,0
70.77,10,2,retail,0
199.96,10,6,retail,0
43.75,8,4,grocery,0
31.6,12,0,retail,0
17.27,1,5,travel,0
37.45,1,1,online,0
19.47,19,5,retail,0
17.51,19,4,grocery,0
75.34,0,3,retail,0
37.8,17,4,retail,0
95.59,7,3,restaurant,0
13.17,7,3,restaurant,0
165.56,20,1,retail,0
29.7,23,2,grocery,0
11.42,7,2,restaurant,0
8.43,16,3,grocery,0
22.98,14,5,retail,0
27.68,10,5,online,0
20.46,18,4,retail,0
54.95,18,6,travel,0
70.82,2,5,travel,0
4.57,14,5,restaurant,0
16.68,22,5,retail,0
4.02,14,5,grocery,0
40.8,1,4,online,1
38.11,4,3,online,0
25.72,5,2,retail,0
25.92,14,5,retail,0
22.39,16,1,retail,0
13.85,21,2,online,0
12.42,2,4,retail,0
25.8,0,2,online,0
96.16,8,1,retail,0
48.86,16,2,retail,0
96.46,8,4,retail,0
70.37,13,1,travel,0
69.72,12,3,restaurant,0
38.35,7,4,retail,0
43.71,22,5,restaurant,0
160.42,15,5,restaurant,0
17.43,3,3,restaurant,0
57.29,13,3,restaurant,0
3.71,18,1,restaurant,0
5.53,5,0,grocery,0
42.46,4,6,retail,0
10.67,21,6,restaurant,0
6.67,14,3,restaurant,0
20.34,14,4,retail,0
69.61,7,4,retail,0
18.4,12,0,restaurant,0
8.23,16,5,grocery,0
97.79,17,6,retail,0
45.31,2,1,retail,0
9.71,3,2,travel,0
6.86,18,0,restaurant,0
40.84,19,3,travel,0
27.56,2,0,retail,0
82.39,23,2,online,1
7.97,10,6,grocery,0
252.78,8,5,grocery,0
163.1,14,4,retail,0
42.38,21,5,online,0
111.64,12,1,online,0
1.44,22,1,online,0
81.46,1,5,restaurant,0
143.88,18,3,retail,0
46.33,0,6,retail,0
20.72,12,3,online,0
12.82,12,4,retail,0
3.08,2,2,travel,0
18.67,17,3,online,0
11.66,10,5,retail,0
56.45,23,4,restaurant,0
52.37,16,1,grocery,0
764.68,0,6,online,1
36.23,3,1,online,0
33.57,13,2,grocery,0
72.26,22,5,retail,0
8.86,17,3,online,0
4.13,18,1,online,0
1.9,21,5,restaurant,0
18.65,17,5,retail,0
6.16,5,0,retail,0
54.64,11,1,retail,0
84.69,14,4,grocery,0
63.16,22,6,online,0
88.25,19,3,grocery,0
123.3,0,3,grocery,0
203.83,4,4,travel,1
40.95,21,3,restaurant,0
16.2,23,4,restaurant,0
120.01,6,5,retail,0
80.45,5,2,grocery,0
26.98,4,3,travel,0
8.15,7,1,retail,0
26.91,9,5,grocery,0
4.0,6,3,online,0
16.24,0,6,grocery,0
112.74,17,0,restaurant,0
260.59,10,3,grocery,0
44.15,12,0,restaurant,0
106.2,15,0,retail,0
28.61,23,1,retail,0
13.43,19,4,grocery,0
21.26,0,6,grocery,0
48.35,20,3,retail,0
12.21,18,6,restaurant,0
42.68,9,5,retail,0
16.42,12,1,grocery,0
5.38,23,3,grocery,0
113.28,21,5,grocery,0
24.24,2,2,restaurant,0
64.53,9,0,online,0
10.0,18,3,grocery,0
40.93,6,4,grocery,0
15.76,16,5,travel,0
16.15,20,1,retail,0
19.78,4,2,grocery,0
94.33,4,3,grocery,0
17.25,14,4,grocery,0
5.43,2,0,restaurant,0
23.11,22,6,grocery,0
874.28,6,0,retail,0
22.95,5,2,retail,0
312.33,4,4,online,0
123.88,3,6,retail,0
2.64,6,5,restaurant,0
8.12,10,6,restaurant,0
16.92,7,4,online,0
13.49,12,5,grocery,0
33.99,4,4,grocery,0
5.23,12,3,grocery,0
11.41,18,2,restaurant,0
197.88,17,6,grocery,0
279.67,11,2,retail,0
20.31,9,6,grocery,0
136.45,17,1,travel,0
17.88,1,5,retail,0
11.23,21,0,retail,0
32.89,4,5,grocery,0
109.86,8,2,travel,0
67.51,14,5,grocery,0
17.91,19,5,restaurant,0
52.52,22,5,online,0
12.5,14,3,retail,0
20.68,19,5,grocery,0
73.34,12,4,grocery,0
625.63,2,6,travel,1
18.67,1,3,restaurant,0
5.02,5,0,restaurant,0
243.98,6,6,retail,0
16.73,14,3,travel,0
32.95,16,5,restaurant,0
15.68,17,3,retail,0
0.79,15,5,grocery,0
33.62,4,0,grocery,0
37.01,19,0,online,0
6.07,3,0,grocery,0
44.39,10,4,restaurant,0
69.75,18,0,grocery,0
31.89,5,5,grocery,0
79.71,18,3,travel,0
148.24,18,6,retail,0
5.8,18,1,retail,0
120.86,16,0,grocery,0
2.59,12,1,restaurant,0
3.66,17,6,restaurant,0
59.42,9,1,travel,0
32.3,7,3,grocery,0
44.48,4,2,restaurant,0
16.57,3,4,restaurant,0
5.49,18,1,online,0
16.44,17,1,retail,0
7.62,5,5,retail,0
173.99,4,3,grocery,0
147.52,6,6,retail,0
58.98,23,2,online,0
70.28,21,3,online,0
3.55,20,2,online,0
426.28,3,3,travel,0
52.87,14,3,restaurant,0
12.47,10,3,online,0
1.54,9,5,travel,0
11.23,14,2,restaurant,0
29.28,20,4,online,0
624.76,14,2,retail,0
30.23,12,1,grocery,0
35.27,5,3,restaurant,0
12.32,9,0,retail,0
82.25,23,3,online,0
35.23,7,3,grocery,0
92.48,18,1,retail,0
5.96,4,6,restaurant,0
23.27,23,2,retail,0
10.11,18,6,retail,0
75.1,13,5,retail,0
93.85,8,4,grocery,0
26.62,22,4,restaurant,0
99.67,19,4,retail,0
2.4,4,0,grocery,0
39.13,6,2,retail,0
9.07,23,4,retail,0
42.98,16,6,restaurant,0
62.51,22,0,restaurant,0
10.44,6,3,grocery,0
67.97,5,0,grocery,0
132.82,23,4,grocery,0
27.28,17,4,retail,0
41.58,9,5,restaurant,0
113.65,22,4,grocery,0
28.06,10,2,retail,0
86.96,19,0,online,0
13.87,12,0,retail,0
27.97,15,3,retail,0
77.6,5,5,retail,0
53.45,16,0,online,0
159.09,11,6,retail,0
2.72,23,1,online,0
5.44,13,3,online,0
55.84,5,4,restaurant,0
160.26,23,6,online,1
89.44,6,2,retail,0
14.83,14,4,retail,0
3.18,23,1,grocery,0
16.68,20,3,restaurant,0
20.47,0,4,grocery,0
0.42,18,6,retail,0
320.07,6,1,restaurant,0
21.0,5,0,grocery,0
87.22,19,6,retail,0
51.34,7,5,online,0
27.11,22,5,online,0
62.59,21,6,restaurant,0
35.44,6,1,restaurant,0
11.17,19,3,grocery,0
6.35,13,5,restaurant,0
50.99,15,5,retail,0
261.75,12,4,grocery,0
540.87,1,3,travel,0
21.56,14,2,restaurant,0
15.09,5,0,grocery,0
29.83,21,4,online,0
104.8,8,2,restaurant,0
12.59,1,1,retail,0
3.9,20,1,retail,0
25.73,18,5,grocery,0
27.04,2,3,travel,0
44.72,21,2,restaurant,0
68.61,9,5,grocery,0
4.7,10,3,restaurant,0
6.1,1,2,online,0
36.72,10,0,retail,0
15.8,2,5,grocery,0
188.15,0,0,grocery,0
32.16,6,1,restaurant,0
214.99,22,6,retail,0
35.32,9,4,retail,0
33.2,22,5,retail,0
7.58,8,6,online,0
51.55,7,0,retail,0
273.99,14,3,restaurant,0
41.5,11,4,restaurant,0
54.45,18,6,online,0
11.97,13,4,online,0
44.54,3,4,grocery,0
18.84,4,1,grocery,0
11.22,1,0,retail,0
26.04,12,0,restaurant,0
26.19,21,1,restaurant,0
21.7,20,2,grocery,0
9.25,0,3,grocery,0
8.49,15,5,grocery,0
69.79,20,3,retail,0
30.84,1,3,grocery,0
45.7,18,6,retail,0
18.16,5,0,retail,0
29.11,16,2,retail,0
36.38,5,5,restaurant,0
53.01,18,1,restaurant,0
7.29,3,1,grocery,0
58.16,5,4,restaurant,0
13.92,1,2,retail,0
10.14,17,3,restaurant,0
21.12,10,3,restaurant,0
26.77,7,0,retail,0
31.07,10,3,grocery,0
4.38,4,6,grocery,0
39.44,6,0,grocery,0
3.81,23,6,grocery,0
27.87,12,5,restaurant,0
32.6,14,0,online,0
6.42,10,5,retail,0
10.52,13,5,grocery,0
42.04,17,2,grocery,0
47.35,4,4,grocery,0
62.61,5,6,grocery,1
35.26,9,6,retail,0
1185.47,2,4,online,1
28.47,6,5,grocery,0
13.2,21,0,online,0
16.22,22,2,online,0
50.83,11,5,retail,0
35.0,3,4,online,0
3.68,11,6,grocery,0
31.06,23,3,restaurant,0
45.96,0,4,restaurant,0
94.03,0,2,online,0
12.28,22,4,retail,0
35.8,2,1,grocery,0
6.51,4,0,travel,0
191.85,3,6,restaurant,0
325.73,16,5,grocery,0
36.91,21,0,grocery,0
39.9,17,2,grocery,0
46.89,7,6,retail,0
45.66,0,1,restaurant,0
114.25,11,4,restaurant,0
382.42,14,2,online,0
71.92,11,4,restaurant,0
262.79,6,6,restaurant,0
200.72,9,4,retail,0
21.79,21,0,restaurant,0
3.77,21,5,restaurant,0
98.13,18,2,restaurant,0
30.05,1,4,restaurant,0
13.02,5,1,retail,0
70.04,10,5,online,0
1.38,21,5,retail,0
3.43,1,3,retail,0
13.07,13,5,restaurant,0
6.67,3,5,travel,0
101.71,8,0,restaurant,0
8.63,23,0,restaurant,0
3.58,23,1,grocery,0
9.54,5,1,online,0
185.52,4,4,grocery,0
64.89,5,0,grocery,0
87.93,4,1,grocery,0
17.46,22,6,online,0
70.12,19,5,retail,0
25.97,15,5,grocery,0
191.37,5,4,grocery,0
238.14,20,0,grocery,0
20.59,18,4,retail,0
22.92,12,5,retail,0
221.27,1,2,retail,0
1021.4,6,4,restaurant,0
15.67,11,5,restaurant,0
31.59,7,5,grocery,0
11.84,10,2,retail,0
54.02,23,3,restaurant,0
16.33,3,6,retail,0
277.26,4,3,grocery,0
14.96,21,4,grocery,0
7.19,18,0,restaurant,0
31.16,7,5,retail,0
36.37,18,2,restaurant,0
30.67,15,4,restaurant,0
110.37,23,0,grocery,0
51.89,23,0,restaurant,0
403.56,5,3,retail,0
27.0,10,5,retail,0
32.67,13,4,travel,0
115.27,18,3,retail,0
82.77,20,2,restaurant,0
30.32,5,3,online,0
11.94,23,6,grocery,0
66.41,21,1,restaurant,0
125.21,1,1,grocery,0
3.16,11,2,retail,0
52.21,14,5,restaurant,0
37.35,18,6,restaurant,0
11.13,15,1,retail,0
95.98,16,4,restaurant,0
66.52,12,2,online,0
207.07,19,4,grocery,0
12.69,5,1,restaurant,0
154.08,17,1,online,0
15.7,0,5,retail,0
15.29,23,5,grocery,0
23.92,2,5,restaurant,0
145.4,16,5,grocery,0
27.66,23,4,grocery,0
378.88,3,6,online,1
128.72,23,6,grocery,0
40.71,9,6,retail,0
85.61,8,2,grocery,0
122.91,3,6,online,0
8.66,14,0,retail,0
105.13,8,6,online,0
32.42,16,1,grocery,0
77.09,9,4,online,0
145.9,22,3,grocery,0
27.93,21,3,retail,0
3.56,11,5,grocery,0
7.38,22,4,restaurant,0
6.41,16,2,restaurant,0
53.06,18,0,retail,0
3973.91,23,5,travel,1
4.12,22,3,retail,0
121.68,19,3,retail,0
14.79,4,4,grocery,0
14.69,4,0,retail,0
18.82,9,3,grocery,0
19.34,14,2,grocery,0
7.82,21,2,online,0
1.53,8,0,restaurant,0
234.92,7,3,retail,0
22.8,2,1,retail,0
8.22,20,5,online,0
493.88,18,0,retail,0
9.23,6,2,grocery,0
8.33,5,6,grocery,0
24.81,21,1,grocery,0
131.5,7,6,online,0
29.04,18,1,grocery,0
26.68,8,4,grocery,0
190.53,13,4,retail,0
70.7,11,0,retail,0
110.93,14,1,retail,0
5.78,3,1,restaurant,0
265.93,5,2,grocery,0
35.67,10,4,restaurant,0
5.98,9,3,grocery,0
9.73,12,6,retail,0
13.18,14,5,restaurant,0
29.98,3,0,online,0
230.51,18,1,travel,0
19.78,0,1,travel,0
91.98,8,0,retail,0
12.38,6,2,restaurant,0
13.35,5,3,online,0
86.05,13,0,retail,0
203.03,0,5,grocery,0
7.31,5,5,restaurant,0
30.22,8,5,retail,0
29.69,8,3,online,0
211.68,14,2,restaurant,0
11.21,20,5,restaurant,0
11.67,21,5,grocery,0
584.77,3,0,online,0
46.46,17,0,restaurant,0
9.25,19,4,retail,0
24.89,0,5,retail,0
5.7,14,2,online,0
26.68,20,2,retail,0
20.78,21,1,grocery,0
40.23,1,5,online,0
7.06,10,6,grocery,0
27.06,20,1,restaurant,0
135.41,14,4,restaurant,0
23.8,9,4,grocery,0
21.86,14,6,retail,0
158.89,15,1,restaurant,0
40.27,7,0,restaurant,0
10.84,1,4,retail,1
27.36,7,2,online,0
24.9,12,4,restaurant,0
30.27,7,4,grocery,0
16.97,2,3,restaurant,0
102.65,6,6,restaurant,0
5.21,20,3,grocery,0
6.65,6,4,grocery,0
6.83,11,3,grocery,0
40.5,0,0,restaurant,0
51.69,15,6,grocery,0
29.46,7,4,travel,0
6.82,5,3,grocery,0
35.51,1,0,restaurant,0
22.18,20,2,online,0
17.28,4,4,grocery,0
59.19,22,5,grocery,0
38.7,20,3,restaurant,0
319.37,1,2,restaurant,1
102.62,8,4,grocery,0
205.23,23,0,grocery,0
22.35,16,4,retail,0
57.94,15,1,retail,0
55.21,2,1,online,0
50.76,18,2,grocery,0
22.69,17,5,grocery,0
68.94,9,3,retail,0
54.4,17,4,grocery,0
16.44,18,2,retail,0
319.66,21,1,grocery,0
133.05,1,1,online,0
14.64,22,2,restaurant,0
15.27,20,5,restaurant,0
286.32,0,1,retail,0
15.81,18,4,restaurant,0
117.76,19,2,online,0
49.39,20,4,grocery,0
5.49,8,1,online,0
58.24,18,3,grocery,0
41.96,2,2,online,0
26.05,18,5,online,0
17.36,14,3,retail,0
68.23,12,2,grocery,0
31.17,10,2,restaurant,0
228.91,0,2,retail,0
17.97,0,4,grocery,0
13.54,21,0,grocery,0
13.19,5,4,grocery,0
50.26,2,1,retail,0
9.3,5,1,restaurant,0
66.01,6,5,restaurant,0
8.05,22,2,restaurant,0
16.02,0,2,grocery,0
87.88,1,6,online,1
21.29,22,6,restaurant,0
69.79,19,4,grocery,0
9.58,17,5,online,0
60.61,7,0,retail,0
58.79,1,4,restaurant,0
13.91,1,0,retail,0
26.36,2,3,online,0
54.89,9,0,retail,0
28.29,8,0,retail,0
218.26,5,0,retail,0
62.02,16,0,travel,0
43.23,10,1,retail,0
660.39,3,1,grocery,0
38.89,3,0,grocery,0
128.92,1,3,grocery,0
65.41,17,5,restaurant,0
57.67,14,1,restaurant,0
44.58,20,3,restaurant,0
30.82,19,2,retail,0
6.99,17,2,retail,0
6.05,7,2,grocery,0
9.84,4,6,retail,0
26.18,1,6,retail,0
5.08,1,3,restaurant,0
34.08,16,2,grocery,0
58.99,6,4,grocery,0
38.46,7,4,grocery,0
31.19,0,3,retail,0
13.93,20,5,travel,0
256.75,23,4,grocery,0
54.23,16,3,retail,0
120.9,1,1,online,0
32.93,19,6,grocery,0
11.79,19,5,grocery,0
43.77,14,2,grocery,0
45.43,18,3,grocery,0
61.53,5,1,grocery,0
220.31,17,4,retail,0
13.76,8,2,grocery,0
14.62,6,3,grocery,0
17.3,8,2,retail,0
4.39,0,6,grocery,0
37.37,17,3,grocery,0
70.32,18,6,grocery,0
19.03,14,6,online,0
15.43,16,0,grocery,0
34.38,16,6,grocery,0
121.95,15,1,restaurant,0
102.84,21,4,restaurant,0
119.95,3,3,grocery,0
27.01,22,3,grocery,0
22.9,3,3,restaurant,0
316.91,10,3,online,0
46.16,19,0,restaurant,0
64.58,12,4,grocery,0
1301.71,15,6,retail,0
33.13,15,6,grocery,0
42.36,8,1,retail,0
46.97,0,2,grocery,0
128.33,15,0,restaurant,0
18.84,14,6,grocery,0
296.32,0,0,restaurant,0
13.0,10,6,retail,0
8.68,16,0,grocery,0
157.6,1,2,retail,0
9.59,20,6,retail,0
16.57,7,6,retail,0
78.5,8,3,grocery,0
75.66,13,3,grocery,0
4.69,12,1,retail,0
6.01,10,6,restaurant,0
36.09,18,1,online,0
12.03,4,4,online,0
19.6,18,1,grocery,0
47.53,3,0,grocery,0
483.43,9,5,restaurant,0
116.12,20,2,restaurant,0
124.51,2,6,grocery,0
13.45,7,3,online,0
31.38,8,3,restaurant,0
6.07,12,0,retail,0
9.23,19,4,grocery,0
128.44,5,1,grocery,0
61.18,6,2,restaurant,0
8.38,6,6,grocery,0
50.68,19,4,restaurant,0
7.67,1,0,grocery,0
28.61,3,4,grocery,0
3.46,5,1,restaurant,0
19.76,5,1,restaurant,0
5.04,16,5,restaurant,0
46.83,11,3,restaurant,0
3.04,15,2,online,0
26.7,0,1,grocery,0
23.49,3,3,restaurant,0
125.55,1,4,grocery,0
88.38,10,0,restaurant,0
3.02,12,3,retail,0
47.11,3,3,grocery,0
10.43,2,6,travel,0
28.86,15,3,restaurant,0
31.16,7,3,grocery,0
108.3,6,4,travel,0
54.46,19,1,grocery,0
27.01,9,4,grocery,0
7.95,13,4,grocery,0
32.55,18,4,grocery,0
83.65,10,0,restaurant,0
61.9,5,2,restaurant,0
3.08,6,0,retail,0
15.41,10,0,grocery,0
146.12,6,3,grocery,0
11.69,7,1,retail,0
6.29,16,1,restaurant,0
9.81,5,3,restaurant,0
81.93,11,2,travel,0
108.51,3,1,restaurant,0
15.56,10,0,travel,0
4.38,9,6,restaurant,0
26.97,10,3,online,0
366.58,4,3,retail,0
117.64,23,4,restaurant,0
33.55,19,1,restaurant,0
57.17,15,5,retail,0
105.94,19,3,restaurant,0
6.94,2,2,travel,0
60.0,1,0,retail,0
9.76,20,5,restaurant,0
12.46,12,6,grocery,0
139.18,11,5,online,0
4.37,2,5,grocery,0
20.0,22,6,online,0
23.58,22,4,grocery,0
11.48,23,5,grocery,0
45.2,20,4,online,0
52.76,6,0,grocery,0
16.91,5,6,retail,0
81.91,23,1,grocery,0
21.95,3,6,travel,0
400.37,9,2,retail,0
25.62,20,6,online,0
73.67,14,5,retail,0
10.06,18,6,restaurant,0
65.35,6,6,restaurant,0
67.94,7,5,retail,0
7.46,4,0,grocery,0
70.9,10,5,grocery,0
83.5,17,6,restaurant,0
33.47,10,4,restaurant,0
84.65,4,0,retail,0
272.44,12,5,retail,0
211.21,10,3,grocery,0
23.7,10,2,grocery,0
101.94,18,4,restaurant,0
64.66,1,2,online,0
23.0,16,4,restaurant,0
15.2,17,4,online,0
15.74,0,0,grocery,0
82.67,5,1,grocery,0
106.08,13,5,retail,0
7.2,14,2,grocery,0
66.36,0,3,restaurant,0
15.3,15,0,grocery,0
47.68,2,3,grocery,0
282.07,21,0,travel,0
6.78,15,4,restaurant,0
24.72,20,3,restaurant,0
15.74,18,1,restaurant,0
52.56,3,2,retail,0
22.97,5,4,grocery,0
8.62,2,5,grocery,0
374.19,18,3,restaurant,0
5.78,9,4,grocery,0
138.58,19,1,travel,0
21.03,1,6,retail,0
8.78,20,1,online,0
281.11,8,0,restaurant,0
224.41,1,2,online,0
28.21,21,2,travel,0
6.26,19,2,restaurant,0
18.82,7,1,retail,0
53.78,0,3,grocery,1
18.36,11,3,restaurant,0
64.41,11,1,online,0
43.27,10,5,travel,0
11.09,19,0,grocery,0
305.22,3,2,restaurant,0
4.9,6,2,restaurant,0
23.29,1,6,online,1
24.15,5,5,restaurant,0
1.62,0,2,restaurant,0
179.49,18,5,grocery,0
2.89,12,1,grocery,0
65.33,7,1,online,0
302.76,23,2,retail,0
34.7,0,5,restaurant,0
134.01,5,2,grocery,0
39.74,5,0,restaurant,0
5.93,8,6,grocery,0
37.09,2,4,restaurant,0
23.18,2,1,retail,0
43.6,19,2,restaurant,0
190.32,12,0,restaurant,0
14.52,12,4,online,0
40.04,16,3,restaurant,0
49.24,1,3,restaurant,0
19.59,8,5,retail,0
90.39,8,5,online,0
52.23,5,4,travel,0
24.05,14,0,restaurant,0
23.55,0,5,travel,0
1503.93,6,2,restaurant,0
132.54,20,6,retail,0
15.53,9,6,grocery,0
16.88,22,4,restaurant,0
36.22,20,4,online,0
30.69,19,3,grocery,0
140.17,16,5,online,0
8.49,15,2,restaurant,0
21.92,15,5,retail,0
116.14,17,1,restaurant,0
56.32,12,4,restaurant,0
34.42,23,5,grocery,0
278.39,13,3,restaurant,0
514.53,0,2,online,1
42.1,22,3,online,0
20.97,10,1,online,0
14.68,18,5,online,0
4.27,13,4,restaurant,0
3.92,12,5,online,0
26.05,12,1,online,0
18.46,16,4,online,0
122.66,0,0,retail,0
31.02,14,1,retail,0
26.41,19,5,restaurant,0
38.16,11,6,grocery,0
547.53,1,6,grocery,0
107.19,18,0,online,0
24.92,21,6,grocery,0
139.52,3,4,retail,0
98.53,9,3,retail,0
9.11,10,1,grocery,0
88.65,20,2,online,0
21.11,23,2,online,0
1.8,9,6,restaurant,0
216.52,15,5,grocery,0
199.95,17,4,travel,0
64.38,22,4,online,0
3.57,12,0,grocery,0
43.55,3,3,online,0
28.07,13,6,retail,0
34.32,22,1,grocery,0
94.13,17,0,grocery,0
3.69,8,3,grocery,0
147.52,2,1,online,1
60.82,19,0,online,0
6.82,6,2,restaurant,0
14.85,16,2,restaurant,0
2.42,21,5,restaurant,0
3.47,19,1,grocery,0
155.88,16,3,grocery,0
32.81,9,6,grocery,0
112.01,4,4,retail,0
64.31,6,0,restaurant,0
19.17,1,5,retail,0
33.14,15,4,retail,0
13.14,6,6,retail,0
105.93,18,2,retail,0
25.42,8,4,restaurant,0
67.37,11,3,restaurant,0
54.83,0,3,retail,0
58.85,20,6,online,0
5.33,22,6,travel,0
126.84,15,0,retail,0
13.29,4,2,retail,0
32.92,22,0,online,0
22.46,5,0,online,0
25.96,14,6,online,0
12.89,20,5,online,0
8.0,0,4,grocery,0
121.23,15,2,restaurant,0
83.42,17,6,retail,0
55.19,8,3,retail,0
68.63,14,3,grocery,0
20.73,16,0,restaurant,0
6.3,20,2,retail,0
33.17,23,3,grocery,0
36.8,11,6,retail,0
219.3,21,3,restaurant,0
195.46,5,4,retail,0
31.44,10,1,grocery,0
41.4,18,1,retail,0
